0.0489,0.4642,0.4153,0.0478,0.2592,0.2114,0.0372,0.1797,0.1425,0.1132,1.0774,0.9642,0.0467,0.8537,0.807,0.0515,0.3927,0.3412
0.0523,0.7832,0.7309,0.0428,0.3215,0.2787,0.0407,0.2642,0.2235,0.0808,1.6525,1.5717,0.0565,1.1686,1.1121,0.0549,0.8004,0.7455
0.056,0.6235,0.5675,0.0489,0.3263,0.2774,0.0409,0.2771,0.2362,0.0792,1.5163,1.4371,0.0491,1.5805,1.5314,0.0586,0.4981,0.4395
0.0454,0.5061,0.4607,0.0462,0.2711,0.2249,0.0401,0.1826,0.1425,0.1114,1.1421,1.0307,0.0504,1.0094,0.959,0.0518,0.4279,0.3761
0.0486,0.4045,0.3559,0.0504,0.298,0.2476,0.0383,0.1777,0.1394,0.0958,0.9297,0.8339,0.0491,0.7538,0.7047,0.0531,0.3648,0.3117
0.056,0.5019,0.4459,0.0436,0.4933,0.4497,0.0581,0.2571,0.199,0.1093,1.0165,0.9072,0.0452,0.6403,0.5951,0.0494,0.4904,0.441
0.0483,0.4823,0.434,0.047,0.288,0.241,0.0391,0.2634,0.2243,0.1219,0.989,0.8671,0.0525,0.5175,0.465,0.0512,0.3526,0.3014
0.0489,0.4761,0.4272,0.046,0.2756,0.2296,0.0404,0.208,0.1676,0.1154,0.9458,0.8304,0.0438,0.6722,0.6284,0.0481,0.3287,0.2806
0.0573,0.6671,0.6098,0.0444,0.2885,0.2441,0.0489,0.2197,0.1708,0.1193,0.9629,0.8436,0.0478,0.5657,0.5179,0.0536,0.3838,0.3302
0.0502,0.438,0.3878,0.0499,0.2566,0.2067,0.0446,0.2233,0.1787,0.109,0.9843,0.8753,0.0536,0.5023,0.4487,0.0409,0.9522,0.9113
0.0581,0.4153,0.3572,0.0576,0.2677,0.2101,0.0444,0.222,0.1776,0.1122,0.9376,0.8254,0.0525,0.4817,0.4292,0.0502,0.3411,0.2909
0.0589,0.4372,0.3783,0.0473,0.2685,0.2212,0.0409,0.1871,0.1462,0.1172,0.9532,0.836,0.0486,0.5897,0.5411,0.0539,1.0649,1.011
0.0491,0.4303,0.3812,0.0433,0.2732,0.2299,0.0417,0.208,0.1663,0.089,1.0292,0.9402,0.0528,0.6981,0.6453,0.0586,0.9417,0.8831
0.0515,0.3845,0.333,0.0478,0.2692,0.2214,0.0475,0.2985,0.251,0.1124,1.036,0.9236,0.0528,1.7947,1.7419,0.0539,0.3675,0.3136
0.0547,0.4014,0.3467,0.047,0.2537,0.2067,0.0507,0.1769,0.1262,0.1148,1.0218,0.907,0.0452,0.481,0.4358,0.0531,0.3743,0.3212
0.0512,0.5992,0.548,0.0359,0.289,0.2531,0.042,0.2194,0.1774,0.1309,0.9513,0.8204,0.0441,0.8205,0.7764,0.0568,1.0061,0.9493
0.0491,0.5375,0.4884,0.0465,0.2832,0.2367,0.0457,0.2273,0.1816,0.0974,1.0231,0.9257,0.0462,0.9411,0.8949,0.0681,0.8609,0.7928
0.0496,0.5615,0.5119,0.0489,0.3289,0.28,0.038,0.2038,0.1658,0.1217,0.8463,0.7246,0.0462,0.5509,0.5047,0.0478,0.3349,0.2871
0.0549,0.4003,0.3454,0.052,1.3208,1.2688,0.052,0.4019,0.3499,0.1088,1.0551,0.9463,0.0444,0.7523,0.7079,0.0478,0.3706,0.3228
0.0507,0.4868,0.4361,0.0525,0.2993,0.2468,0.0314,0.2961,0.2647,0.1124,1.0077,0.8953,0.061,1.3174,1.2564,0.0552,0.4036,0.3484
0.0512,0.4311,0.3799,0.0457,0.2611,0.2154,0.0489,0.2059,0.157,0.1235,1.1109,0.9874,0.0544,0.5411,0.4867,0.0454,0.3281,0.2827
0.061,0.4335,0.3725,0.0518,0.3133,0.2615,0.046,0.1281,0.0821,0.1378,1.0693,0.9315,0.0531,0.5556,0.5025,0.047,0.4295,0.3825
0.08,1.1529,1.0729,0.0489,0.3009,0.252,0.0449,0.2851,0.2402,0.1146,1.1749,1.0603,0.0525,1.5779,1.5254,0.0539,0.3807,0.3268
0.0549,0.5071,0.4522,0.046,0.2896,0.2436,0.0388,0.1837,0.1449,0.1072,1.9517,1.8445,0.0512,1.2216,1.1704,0.0515,0.3667,0.3152
0.0475,0.5353,0.4878,0.0481,0.5379,0.4898,0.0454,0.2193,0.1739,0.1159,0.8545,0.7386,0.046,1.4518,1.4058,0.0539,0.3936,0.3397
0.0615,0.9198,0.8583,0.0486,0.5545,0.5059,0.0544,0.5339,0.4795,0.1285,1.0653,0.9368,0.0533,0.5229,0.4696,0.0576,0.368,0.3104
0.0602,0.5908,0.5306,0.046,0.3938,0.3478,0.0454,0.1803,0.1349,0.1008,1.003,0.9022,0.0523,0.6372,0.5849,0.0438,0.416,0.3722
0.0525,0.4366,0.3841,0.0504,0.2761,0.2257,0.0433,0.1966,0.1533,0.1209,1.2192,1.0983,0.0452,0.5963,0.5511,0.051,0.3511,0.3001
0.0523,0.4755,0.4232,0.046,0.2922,0.2462,0.037,0.2181,0.1811,0.1164,1.0817,0.9653,0.0565,0.7667,0.7102,0.0634,0.9061,0.8427
0.0555,0.4278,0.3723,0.051,0.2877,0.2367,0.0446,0.2133,0.1687,0.1043,1.1693,1.065,0.0533,0.5395,0.4862,0.0565,0.3497,0.2932
0.0491,0.4599,0.4108,0.0462,0.265,0.2188,0.0481,0.1846,0.1365,0.1154,0.9632,0.8478,0.0475,0.6247,0.5772,0.0536,0.3455,0.2919
0.0539,0.4768,0.4229,0.0515,0.2653,0.2138,0.0407,0.1827,0.142,0.1146,1.0894,0.9748,0.0557,1.0475,0.9918,0.0929,0.9039,0.811
0.0475,0.8446,0.7971,0.0489,0.3352,0.2863,0.043,0.213,0.17,0.1359,1.1975,1.0616,0.056,0.8623,0.8063,0.0549,0.4006,0.3457
0.0441,0.4435,0.3994,0.0438,0.4914,0.4476,0.0578,0.2573,0.1995,0.1449,3.0507,2.9058,0.0576,1.6304,1.5728,0.0573,0.3653,0.308
0.0562,0.4155,0.3593,0.0512,0.2919,0.2407,0.0415,0.2091,0.1676,0.0945,1.1978,1.1033,0.057,0.6318,0.5748,0.0481,0.4248,0.3767
0.0544,0.4211,0.3667,0.0504,1.2569,1.2065,0.0441,0.2832,0.2391,0.1124,0.8391,0.7267,0.0525,1.6042,1.5517,0.0533,0.436,0.3827
0.0539,0.4913,0.4374,0.0457,0.4859,0.4402,0.0452,0.2724,0.2272,0.0982,1.1379,1.0397,0.0523,0.5751,0.5228,0.0475,0.3835,0.336
0.0499,0.619,0.5691,0.0399,0.3466,0.3067,0.043,0.6391,0.5961,0.0924,1.4366,1.3442,0.0729,1.5404,1.4675,0.0502,1.8238,1.7736
0.0328,0.5412,0.5084,0.0489,0.3028,0.2539,0.043,0.2935,0.2505,0.0631,1.5105,1.4474,0.0491,0.7294,0.6803,0.0481,0.4186,0.3705
0.0504,1.4587,1.4083,0.0618,0.5608,0.499,0.0341,0.3183,0.2842,0.0639,1.4706,1.4067,0.0444,1.9511,1.9067,0.0547,0.4398,0.3851
0.0481,0.9909,0.9428,0.0536,0.6814,0.6278,0.0396,0.218,0.1784,0.071,1.6596,1.5886,0.0457,0.5711,0.5254,0.0412,0.5294,0.4882
0.0515,0.4517,0.4002,0.052,0.299,0.247,0.0354,0.269,0.2336,0.062,1.3239,1.2619,0.0467,0.6701,0.6234,0.0531,0.3685,0.3154
0.043,0.4306,0.3876,0.0499,0.2882,0.2383,0.0346,0.256,0.2214,0.056,1.3139,1.2579,0.0388,0.579,0.5402,0.0467,0.4705,0.4238
0.0417,0.5644,0.5227,0.0454,0.3373,0.2919,0.0333,0.2943,0.261,0.0681,1.5031,1.435,0.0626,1.2652,1.2026,0.0631,0.6342,0.5711
0.0573,0.5283,0.471,0.0473,0.2909,0.2436,0.0357,0.2672,0.2315,0.1003,1.44,1.3397,0.0475,0.6627,0.6152,0.0504,0.4278,0.3774
0.0343,0.5082,0.4739,0.046,0.3141,0.2681,0.0301,0.3064,0.2763,0.0525,1.1373,1.0848,0.0425,0.5583,0.5158,0.046,0.4055,0.3595
0.0423,0.4227,0.3804,0.042,0.2998,0.2578,0.038,0.2542,0.2162,0.0803,1.4316,1.3513,0.0417,0.7004,0.6587,0.0401,0.4302,0.3901
0.0454,0.4942,0.4488,0.0478,0.2998,0.252,0.032,0.2848,0.2528,0.0884,1.0753,0.9869,0.0483,0.8902,0.8419,0.0446,0.4167,0.3721
0.0473,0.4383,0.391,0.047,0.3059,0.2589,0.0351,0.2507,0.2156,0.0594,1.1144,1.055,0.0489,1.7344,1.6855,0.0531,0.4432,0.3901
0.0454,0.4736,0.4282,0.0491,0.308,0.2589,0.0391,0.2616,0.2225,0.0613,1.2509,1.1896,0.0444,1.579,1.5346,0.0467,0.4595,0.4128
0.046,0.5309,0.4849,0.0483,0.5547,0.5064,0.0525,0.6125,0.56,0.0781,0.9661,0.888,0.0486,0.6155,0.5669,0.047,0.4028,0.3558
0.0502,0.4668,0.4166,0.0465,0.3117,0.2652,0.0349,0.2621,0.2272,0.0607,1.5696,1.5089,0.0515,0.8377,0.7862,0.0525,0.9245,0.872
0.038,0.5422,0.5042,0.0478,0.3407,0.2929,0.0375,0.2072,0.1697,0.0533,0.6631,0.6098,0.052,0.7973,0.7453,0.0512,0.4424,0.3912
0.0407,0.5003,0.4596,0.0436,0.3025,0.2589,0.0264,0.2528,0.2264,0.0644,2.4301,2.3657,0.0409,0.593,0.5521,0.0515,0.4323,0.3808
0.0539,0.5417,0.4878,0.0409,0.3312,0.2903,0.0491,0.2333,0.1842,0.0694,0.4565,0.3871,0.0531,0.6406,0.5875,0.0452,0.4453,0.4001
0.0346,0.4288,0.3942,0.0502,0.4962,0.446,0.0525,0.2982,0.2457,0.0934,1.1914,1.098,0.0454,0.6902,0.6448,0.0539,0.4728,0.4189
0.0512,0.4665,0.4153,0.0483,0.3183,0.27,0.0394,0.278,0.2386,0.0869,1.0144,0.9275,0.0499,0.6685,0.6186,0.0494,0.431,0.3816
0.033,0.4195,0.3865,0.047,0.298,0.251,0.0452,0.1772,0.132,0.0937,1.5091,1.4154,0.051,2.6028,2.5518,0.0528,0.444,0.3912
0.0486,0.5401,0.4915,0.0452,0.6245,0.5793,0.047,0.3584,0.3114,0.0837,0.6846,0.6009,0.0491,0.6624,0.6133,0.0444,0.4241,0.3797
0.0444,0.4792,0.4348,0.0446,0.3273,0.2827,0.047,0.2917,0.2447,0.0829,0.4845,0.4016,0.0481,0.7196,0.6715,0.0481,0.4382,0.3901
0.0481,0.5597,0.5116,0.0481,0.3302,0.2821,0.0423,0.3252,0.2829,0.0824,1.1036,1.0212,0.0536,0.6427,0.5891,0.0454,0.4012,0.3558
0.0365,0.4995,0.463,0.0441,0.3283,0.2842,0.0354,0.2748,0.2394,0.0642,0.9131,0.8489,0.0528,0.6902,0.6374,0.0415,0.3865,0.345
0.0428,0.6937,0.6509,0.0394,0.3611,0.3217,0.028,0.9638,0.9358,0.104,1.2155,1.1115,0.0438,0.6537,0.6099,0.0528,0.4769,0.4241
0.0454,0.6169,0.5715,0.0475,0.3003,0.2528,0.0399,0.2521,0.2122,0.0871,0.8487,0.7616,0.0565,0.7369,0.6804,0.0462,0.4089,0.3627
0.0584,0.5048,0.4464,0.0412,0.3017,0.2605,0.0388,0.2481,0.2093,0.0971,0.6943,0.5972,0.0473,0.62,0.5727,0.043,0.5022,0.4592
0.0473,0.5328,0.4855,0.0496,0.303,0.2534,0.0417,0.2568,0.2151,0.1069,1.1579,1.051,0.0467,0.6358,0.5891,0.0557,0.4212,0.3655
0.0525,0.609,0.5565,0.0454,0.3156,0.2702,0.0386,0.24,0.2014,0.0853,0.7453,0.66,0.0531,0.6116,0.5585,0.0465,0.4044,0.3579
0.0491,0.5583,0.5092,0.0425,0.3236,0.2811,0.0322,0.2832,0.251,0.0866,1.1015,1.0149,0.0452,0.6282,0.583,0.047,0.4534,0.4064
0.0444,0.5758,0.5314,0.0473,0.297,0.2497,0.0433,0.3006,0.2573,0.0795,1.4092,1.3297,0.0483,0.8063,0.758,0.0475,0.4212,0.3737
0.0407,0.9626,0.9219,0.0304,0.346,0.3156,0.0175,0.2186,0.2011,0.0776,0.5138,0.4362,0.0446,0.6632,0.6186,0.0502,0.4012,0.351
0.0441,0.7148,0.6707,0.047,0.3349,0.2879,0.0296,0.2925,0.2629,0.08,1.5065,1.4265,0.0499,0.6595,0.6096,0.0499,0.4176,0.3677
0.0436,0.4816,0.438,0.0407,0.2867,0.246,0.0325,0.1927,0.1602,0.0774,1.0894,1.012,0.047,0.783,0.736,0.0541,1.6802,1.6261
0.047,0.5145,0.4675,0.0449,0.3059,0.261,0.047,0.2819,0.2349,0.0789,0.6853,0.6064,0.0536,0.6374,0.5838,0.0417,0.3824,0.3407
0.0388,0.5974,0.5586,0.0449,0.3378,0.2929,0.0351,0.2006,0.1655,0.1077,0.9339,0.8262,0.0444,0.6176,0.5732,0.0433,0.4051,0.3618
0.0494,0.6204,0.571,0.0407,0.3054,0.2647,0.0351,0.2286,0.1935,0.0924,1.282,1.1896,0.0396,1.487,1.4474,0.051,0.4221,0.3711
0.038,0.7135,0.6755,0.0423,0.3484,0.3061,0.0465,0.2846,0.2381,0.1053,1.0785,0.9732,0.0562,0.6996,0.6434,0.046,0.3883,0.3423
0.0328,0.5592,0.5264,0.0465,0.3138,0.2673,0.043,0.2262,0.1832,0.1003,0.5236,0.4233,0.0446,0.5638,0.5192,0.0454,0.4117,0.3663
0.0365,0.4381,0.4016,0.0436,0.2985,0.2549,0.0412,0.2257,0.1845,0.0555,0.44,0.3845,0.046,0.5129,0.4669,0.042,0.4197,0.3777
0.0433,0.495,0.4517,0.0428,0.2772,0.2344,0.0401,0.2887,0.2486,0.0903,1.0231,0.9328,0.0499,1.9288,1.8789,0.0489,0.4674,0.4185
0.0425,0.477,0.4345,0.0502,0.2906,0.2404,0.0465,0.2748,0.2283,0.1006,1.0537,0.9531,0.0475,1.1926,1.1451,0.0589,0.8506,0.7917
0.0386,0.476,0.4374,0.0449,0.3078,0.2629,0.0304,0.2816,0.2512,0.0673,1.1598,1.0925,0.0536,0.9591,0.9055,0.0813,0.8183,0.737
0.0391,0.4992,0.4601,0.0502,0.317,0.2668,0.0309,0.2468,0.2159,0.0863,0.6507,0.5644,0.0555,0.9592,0.9037,0.0512,0.4806,0.4294
0.0444,0.5352,0.4908,0.0425,0.3072,0.2647,0.0367,0.2349,0.1982,0.0829,0.6159,0.533,0.0494,0.7686,0.7192,0.0525,0.4969,0.4444
0.0415,0.5536,0.5121,0.0409,0.2895,0.2486,0.0386,0.2819,0.2433,0.0905,2.0076,1.9171,0.0512,1.0522,1.001,0.047,0.4466,0.3996
0.0391,0.6299,0.5908,0.0444,0.3086,0.2642,0.0412,0.269,0.2278,0.0953,0.4806,0.3853,0.0504,0.6339,0.5835,0.0454,0.4033,0.3579
0.0467,0.5227,0.476,0.0475,0.446,0.3985,0.0325,0.2392,0.2067,0.0874,0.3861,0.2987,0.0549,0.574,0.5191,0.0404,0.3912,0.3508
0.0536,0.4971,0.4435,0.043,0.3022,0.2592,0.0457,0.2666,0.2209,0.071,0.503,0.432,0.0531,0.5907,0.5376,0.0391,0.4152,0.3761
0.0966,0.7153,0.6187,0.0591,0.3568,0.2977,0.0536,0.3845,0.3309,0.0937,1.3339,1.2402,0.0615,1.5747,1.5132,0.0734,0.5099,0.4365
0.0525,0.6127,0.5602,0.0489,0.3162,0.2673,0.0496,0.3111,0.2615,0.0895,1.2909,1.2014,0.061,0.7107,0.6497,0.0586,0.4556,0.397
0.051,0.584,0.533,0.0523,0.3189,0.2666,0.0441,0.3027,0.2586,0.0808,1.4707,1.3899,0.0536,1.5032,1.4496,0.0536,0.4838,0.4302
0.0436,0.5275,0.4839,0.052,0.3267,0.2747,0.0404,0.2745,0.2341,0.0818,1.2719,1.1901,0.0531,0.8918,0.8387,0.0618,0.4975,0.4357
0.051,0.5051,0.4541,0.0581,1.7686,1.7105,0.052,0.3098,0.2578,0.0974,1.1772,1.0798,0.0605,0.6084,0.5479,0.0573,0.4728,0.4155
0.0504,0.5462,0.4958,0.0555,0.2999,0.2444,0.0496,0.3209,0.2713,0.0742,1.3469,1.2727,0.0544,0.6084,0.554,0.0591,0.4832,0.4241
0.0536,0.4705,0.4169,0.0565,0.3035,0.247,0.0465,0.2853,0.2388,0.0734,0.5304,0.457,0.0544,1.1251,1.0707,0.0589,0.9707,0.9118
0.0486,0.5747,0.5261,0.057,0.2966,0.2396,0.0552,0.3035,0.2483,0.0304,1.1556,1.1252,0.0531,0.7342,0.6811,0.056,0.4458,0.3898
0.0544,0.4744,0.42,0.0547,0.3104,0.2557,0.0475,0.3022,0.2547,0.0739,1.0302,0.9563,0.0589,0.6395,0.5806,0.0549,0.617,0.5621
0.0359,0.5995,0.5636,0.0547,0.3036,0.2489,0.0489,0.2701,0.2212,0.0631,1.1189,1.0558,0.0515,0.5432,0.4917,0.0481,0.5041,0.456
0.0744,0.5308,0.4564,0.0562,0.3154,0.2592,0.0478,0.2621,0.2143,0.0758,0.8838,0.808,0.0586,0.8253,0.7667,0.0525,0.4505,0.398
0.0565,0.9402,0.8837,0.0512,0.3188,0.2676,0.0372,0.2373,0.2001,0.0681,0.4594,0.3913,0.0523,0.5876,0.5353,0.0462,0.4952,0.449
0.0536,0.4697,0.4161,0.0544,0.3151,0.2607,0.0275,0.2558,0.2283,0.071,1.0537,0.9827,0.0528,0.5266,0.4738,0.0502,0.5073,0.4571
0.0531,0.4446,0.3915,0.0539,0.3059,0.252,0.0367,0.266,0.2293,0.0663,0.8944,0.8281,0.0607,0.9593,0.8986,0.0502,0.5545,0.5043
0.043,0.4783,0.4353,0.0449,0.3194,0.2745,0.0314,0.2832,0.2518,0.0855,0.9333,0.8478,0.0547,1.1383,1.0836,0.0473,0.4976,0.4503
0.061,0.9869,0.9259,0.0552,0.3429,0.2877,0.0417,0.4587,0.417,0.0752,1.783,1.7078,0.0515,0.5609,0.5094,0.0454,0.416,0.3706
0.0412,0.4243,0.3831,0.0565,0.2953,0.2388,0.0335,0.2581,0.2246,0.061,0.5056,0.4446,0.0512,0.6361,0.5849,0.0507,0.3909,0.3402
0.0533,0.4219,0.3686,0.0605,0.2788,0.2183,0.0401,0.2423,0.2022,0.0676,1.2975,1.2299,0.0781,0.9759,0.8978,0.0483,0.8244,0.7761
0.0539,0.4341,0.3802,0.0576,0.4812,0.4236,0.0452,0.2405,0.1953,0.0776,0.9545,0.8769,0.0481,0.6977,0.6496,0.0528,0.4057,0.3529
0.0536,0.4641,0.4105,0.0573,0.2874,0.2301,0.0409,0.2135,0.1726,0.0734,0.8405,0.7671,0.0536,0.5614,0.5078,0.0547,0.4231,0.3684
0.056,0.4423,0.3863,0.0486,0.2893,0.2407,0.0457,0.2381,0.1924,0.0766,0.5959,0.5193,0.0415,0.9673,0.9258,0.0605,0.9981,0.9376
0.0547,0.4921,0.4374,0.0544,0.327,0.2726,0.0438,0.2774,0.2336,0.0692,0.4376,0.3684,0.061,0.5917,0.5307,0.0515,0.4023,0.3508
0.0499,0.4483,0.3984,0.0552,0.5421,0.4869,0.052,0.351,0.299,0.0536,0.3639,0.3103,0.0597,0.6105,0.5508,0.0541,0.3908,0.3367
0.0525,0.4498,0.3973,0.0547,0.3075,0.2528,0.0399,0.293,0.2531,0.0776,0.8909,0.8133,0.0536,0.5614,0.5078,0.0512,0.4067,0.3555
0.0446,0.5005,0.4559,0.047,0.3341,0.2871,0.0396,0.2552,0.2156,0.0475,0.3713,0.3238,0.0539,0.5419,0.488,0.0467,0.4043,0.3576
0.0549,0.4177,0.3628,0.0573,0.3101,0.2528,0.0346,0.2135,0.1789,0.0945,0.4676,0.3731,0.0541,0.5799,0.5258,0.0515,0.415,0.3635
0.0565,0.4636,0.4071,0.0555,0.3136,0.2581,0.0399,0.2342,0.1943,0.0774,0.3189,0.2415,0.0499,0.6216,0.5717,0.0562,0.3901,0.3339
0.0489,0.4536,0.4047,0.0499,0.3054,0.2555,0.0433,0.2961,0.2528,0.0779,0.632,0.5541,0.0578,0.5978,0.54,0.0578,0.3759,0.3181
0.0536,0.7299,0.6763,0.0599,0.3352,0.2753,0.0433,0.2771,0.2338,0.0766,0.4352,0.3586,0.0597,0.5279,0.4682,0.0502,0.3796,0.3294
0.0449,0.4465,0.4016,0.0518,0.3184,0.2666,0.0375,0.2592,0.2217,0.0781,0.5658,0.4877,0.0607,0.9691,0.9084,0.0523,1.0759,1.0236
0.0489,0.5125,0.4636,0.0589,0.5732,0.5143,0.0428,0.4682,0.4254,0.0826,0.7259,0.6433,0.0523,0.9683,0.916,0.0454,0.5189,0.4735
0.0573,0.4528,0.3955,0.0499,0.3125,0.2626,0.0394,0.2885,0.2491,0.0768,0.4315,0.3547,0.0549,0.9021,0.8472,0.0507,0.4202,0.3695
0.0512,0.5934,0.5422,0.0491,0.3091,0.26,0.0407,0.2938,0.2531,0.0876,1.1769,1.0893,0.0578,0.7432,0.6854,0.0523,0.4165,0.3642
0.052,0.5201,0.4681,0.0562,0.2932,0.237,0.0473,0.3091,0.2618,0.0795,0.4962,0.4167,0.0618,0.626,0.5642,0.0586,0.4133,0.3547
0.0547,0.4776,0.4229,0.0541,0.303,0.2489,0.0415,0.2294,0.1879,0.0961,0.4782,0.3821,0.0547,0.6673,0.6126,0.0496,0.3671,0.3175
0.0523,0.4824,0.4301,0.051,0.3036,0.2526,0.0409,0.256,0.2151,0.0723,0.6586,0.5863,0.0473,0.9919,0.9446,0.0539,0.5796,0.5257
0.0528,0.6235,0.5707,0.052,0.3278,0.2758,0.0412,0.2621,0.2209,0.0734,0.3339,0.2605,0.0547,0.5784,0.5237,0.0486,0.4334,0.3848
0.0594,0.6082,0.5488,0.052,0.3191,0.2671,0.0483,0.2959,0.2476,0.095,0.5861,0.4911,0.0565,0.5371,0.4806,0.057,0.3835,0.3265
0.051,0.4185,0.3675,0.056,0.3028,0.2468,0.0372,0.3357,0.2985,0.0948,1.2569,1.1621,0.056,0.5467,0.4907,0.0525,0.4165,0.364
0.0552,0.4291,0.3739,0.056,0.3083,0.2523,0.0407,0.2679,0.2272,0.0805,0.9954,0.9149,0.052,0.6139,0.5619,0.0518,0.391,0.3392
0.0573,0.4604,0.4031,0.0533,0.3027,0.2494,0.0436,0.3619,0.3183,0.0826,0.842,0.7594,0.061,0.554,0.493,0.0562,0.3792,0.323
0.0626,0.5183,0.4557,0.0555,0.307,0.2515,0.0483,0.3452,0.2969,0.0821,0.542,0.4599,0.057,0.5176,0.4606,0.0491,0.3637,0.3146
0.0425,0.4406,0.3981,0.0481,0.4804,0.4323,0.043,0.3549,0.3119,0.0869,0.5767,0.4898,0.0562,0.6052,0.549,0.0507,0.3938,0.3431
0.0589,0.4161,0.3572,0.0531,0.3043,0.2512,0.0444,0.2526,0.2082,0.0855,0.2847,0.1992,0.0539,0.6578,0.6039,0.0555,0.3909,0.3354
0.0584,0.4291,0.3707,0.0597,0.3136,0.2539,0.0481,0.2745,0.2264,0.0908,0.5325,0.4417,0.0644,0.5353,0.4709,0.0523,0.3627,0.3104
0.0549,0.6364,0.5815,0.056,0.3788,0.3228,0.0515,0.3247,0.2732,0.0816,0.3518,0.2702,0.0584,0.6195,0.5611,0.0547,0.3588,0.3041
0.0533,0.7406,0.6873,0.0441,0.3363,0.2922,0.0409,0.2766,0.2357,0.0752,1.1671,1.0919,0.0446,0.6031,0.5585,0.0565,0.4123,0.3558
0.0555,0.5038,0.4483,0.052,0.5009,0.4489,0.052,0.3634,0.3114,0.0771,0.8772,0.8001,0.0581,0.6575,0.5994,0.0491,0.4076,0.3585
0.0483,0.4467,0.3984,0.0544,0.3508,0.2964,0.0475,0.4352,0.3877,0.0797,0.2853,0.2056,0.0628,1.1638,1.101,0.0647,0.9649,0.9002
0.0541,0.4747,0.4206,0.0539,0.3482,0.2943,0.0407,0.2751,0.2344,0.0956,0.2843,0.1887,0.0578,0.5999,0.5421,0.0457,0.3859,0.3402
0.0985,0.7708,0.6723,0.0605,0.5205,0.46,0.0573,0.5131,0.4558,0.1278,1.3725,1.2447,0.0578,0.7704,0.7126,0.07,0.5781,0.5081
0.0589,0.6383,0.5794,0.0555,0.3231,0.2676,0.0409,0.3272,0.2863,0.123,1.4796,1.3566,0.0589,0.6731,0.6142,0.0578,0.7284,0.6706
0.0481,0.4956,0.4475,0.0491,0.4194,0.3703,0.0512,0.271,0.2198,0.0813,2.2834,2.2021,0.0533,1.5812,1.5279,0.0486,0.4009,0.3523
0.0671,0.6721,0.605,0.0502,0.3173,0.2671,0.0462,0.2853,0.2391,0.0898,1.2021,1.1123,0.07,0.6258,0.5558,0.061,0.4456,0.3846
0.0565,0.5494,0.4929,0.0541,0.3423,0.2882,0.0309,0.2357,0.2048,0.0871,1.1373,1.0502,0.0594,0.577,0.5176,0.0518,0.4264,0.3746
0.0539,0.5961,0.5422,0.0481,0.322,0.2739,0.0306,0.2766,0.246,0.1003,1.0014,0.9011,0.0581,0.592,0.5339,0.0602,0.4815,0.4213
0.0591,0.4783,0.4192,0.0504,0.6278,0.5774,0.0462,0.2961,0.2499,0.0866,0.754,0.6674,0.0544,0.577,0.5226,0.0565,0.3766,0.3201
0.0784,0.9761,0.8977,0.0425,0.356,0.3135,0.0454,0.3006,0.2552,0.1008,0.6357,0.5349,0.0694,0.54,0.4706,0.052,0.4281,0.3761
